2018/05/11 00:46:58      Activity: Searched Results for "shirt" Inserted | Item #: 1289583 | Name: UA Threadborne Siro | Wear: Men’s  Short Sleeve Shirt | Price: $29.99 | Colors: 6  
2018/05/12 16:21:19      Activity: Inserting Backup Data  | Item #: 1296206 | Name: UA Threadborne Push | Wear: Women’s Shoes | Price: $109.99 | Colors: 1
2018/05/12 16:21:19      Activity: Inserting Backup Data  | Item #: 3020414 | Name: UA Drive 4 Low Rookie LE  | Wear: Men’s Basketball Shoes | Price: $109.99 | Colors: 1
2018/05/12 16:21:19      Activity: Inserting Backup Data  | Item #: 3020219 | Name: UA Micro G® Pursuit — 4E Wide | Wear: Men’s  Running Shoes | Price: $70.00 | Colors: 2  
2018/05/12 16:21:19      Activity: Inserting Backup Data  | Item #: 1296009 | Name: Grade School UA Jet 2017 | Wear: Boys’ Basketball Shoes | Price: $54.99 | Colors: 5  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1296005 | Name: Grade School UA X Level Ninja | Wear: Boys’ Basketball Shoes | Price: $74.99 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1296004 | Name: Grade School UA Drive 4 | Wear: Boys’ Basketball Shoes | Price: $79.99 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3000089 | Name: UA Heatseeker | Wear: Men’s  Basketball Shoes | Price: $115.00 | Colors: 0  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1279429 | Name: UA Desafio | Wear: Men’s Soccer Gloves | Price: $59.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1279427 | Name: UA Desafio Pro Gloves | Wear: Men’s Soccer Gloves | Price: $79.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1253851 | Name: UA Eliminator | Wear: Boys’ Shorts | Price: $14.99 - $18.7 | Colors: 5  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3000083 | Name: UA Curry 4 Low | Wear: Men’s  Basketball Shoes | Price: $120.00 | Colors: 4  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1246646 | Name: UA ArmourFit™ Mouthguard | Wear: Equipment | Price: $12.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1293832 | Name: UA Links 4&quot; Shorty | Wear: Women’s Golf Shorts | Price: $69.99 | Colors: 5  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1270784 | Name: UA Storm Futbolista Shell | Wear: Men’s Soccer Jackets | Price: $64.99 | Colors: 4  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1309842 | Name: UA Baseline Long Line | Wear: Men’s  Basketball Short Sleeve Shirt | Price: $35.00 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1295725 | Name: UA Charged Bandit 3  | Wear: Men’s  Running Shoes | Price: $80.00 | Colors: 1  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1309841 | Name: UA Baseline Hooded | Wear: Men’s  Basketball Short Sleeve Shirt | Price: $38.00 | Colors: 5  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1295724 | Name: UA Threadborne Slingwrap | Wear: Men’s Lifestyle Shoes | Price: $99.99 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1309840 | Name: UA Baseline Hooded | Wear: Men’s  Basketball Hoodie | Price: $40.00 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1306097 | Name: UA Renegade Solid | Wear: Boys’ Shorts | Price: $25.00 | Colors: 8  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3000117 | Name: UA Magnetico Select IN | Wear: Men’s  Soccer Cleats &amp; Spikes | Price: $80.00 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1306096 | Name: UA Renegade Printed | Wear: Boys’ Shorts | Price: $30.00 | Colors: 6  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3000116 | Name: UA Magnetico Select TF | Wear: Men’s  Soccer Cleats &amp; Spikes | Price: $80.00 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3000115 | Name: UA Magnetico Select FG | Wear: Men’s  Soccer Cleats &amp; Spikes | Price: $80.00 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3000113 | Name: UA Magnetico Premiere FG | Wear: Men’s  Soccer Cleats &amp; Spikes | Price: $130.00 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1303010 | Name: UA Team Drive 4 | Wear: Men’s  Basketball Shoes | Price: $114.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3000111 | Name: UA Magnetico Pro FG | Wear: Men’s  Soccer Cleats &amp; Spikes | Price: $220.00 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1306090 | Name: UA Renegade Jacquard | Wear: Boys’ Shorts | Price: $30.00 | Colors: 4  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3000110 | Name: UA Magnetico Pro Hybrid | Wear: Men’s Soccer Cleats &amp; Spikes | Price: $230.00 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1305262 | Name: SC30 Logo | Wear: Boys’ Basketball Short Sleeve Shirt | Price: $20.00 | Colors: 5  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1290672 | Name: UA Big Logo | Wear: Women’s Short Sleeve Shirt | Price: $14.99 - $18.9 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1301514 | Name: NBA Combine UA Isolation | Wear: Men’s  Basketball Shorts | Price: $40.00 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1301511 | Name: NBA Combine UA Graphic | Wear: Men’s  Basketball Graphic T-Shirt | Price: $35.00 | Colors: 0  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3000072 | Name: UA Marbella VI | Wear: Women’s Surf Slides | Price: $32.00 | Colors: 6  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1005684 | Name: UA Tactical Tech™ | Wear: Men’s  Short Sleeve Shirt | Price: $24.99 | Colors: 5  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1257825 | Name: UA Raid 8&quot; | Wear: Men’s  Shorts | Price: $29.99 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1305659 | Name: UA Fast Left Chest Logo | Wear: Men’s  Graphic T-Shirt | Price: $25.00 | Colors: 9  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1293825 | Name: UA Baseline | Wear: Men’s  Basketball Tank Top | Price: $24.99 | Colors: 6  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3020952 | Name: UA HOVR Phantom Heather | Wear: Women’s Running Shoes | Price: $130.00 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1314557 | Name: UA Challenger II Storm Shell | Wear: Men’s  Soccer Jackets &amp; Vests | Price: $75.00 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1299304 | Name: UA Space the Floor | Wear: Boys’ Basketball Shorts | Price: $29.99 | Colors: 4  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1245171 | Name: UA 495 Soccer Ball | Wear: Soccer Equipment | Price: $34.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1314556 | Name: UA Challenger II Track | Wear: Men’s Jacket | Price: $65.00 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1314555 | Name: UA Challenger II Midlayer | Wear: Men’s  Soccer Long Sleeve Shirt | Price: $55.00 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1289539 | Name: UA Spotlight Turf | Wear: Men’s  Soccer Cleats &amp; Spikes | Price: $59.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1264790 | Name: UA Soccer Solid Over-The-Calf | Wear: Adult Sock | Price: $10.00 | Colors: 1  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1289538 | Name: UA Spotlight Indoor | Wear: Men’s  Soccer Cleats &amp; Spikes | Price: $44.9 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1314552 | Name: UA Challenger II Training | Wear: Men’s  Soccer Short Sleeve Shirt | Price: $25.00 | Colors: 5  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1299461 | Name: UA Big Logo Hybrid Printed | Wear: Boys’ Short Sleeve Shirt | Price: $12.50 - $18.9 | Colors: 0  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1289534 | Name: UA Spotlight DL Firm Ground | Wear: Men’s  Soccer Cleats &amp; Spikes | Price: $59.99 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1306086 | Name: UA Crossfade | Wear: Boys’ Short Sleeve Shirt | Price: $20.00 | Colors: 6  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1289533 | Name: UA Spotlight BL Firm Ground | Wear: Men’s  Soccer Cleats &amp; Spikes | Price: $119.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1306715 | Name: Star Wars UA Squad Leader | Wear: Boys’ Short Sleeve Shirt | Price: $24.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1289531 | Name: UA Spotlight Firm Ground | Wear: Men’s  Soccer Cleats &amp; Spikes | Price: $219.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3000103 | Name: UA Lightning 2 | Wear: Women’s Running Shoes | Price: $85.00 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1262140 | Name: UA SC30 Backpack | Wear: Basketball Bag | Price: $79.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1302497 | Name: UA Charged 24/7 NU | Wear: Men’s  Shoes | Price: $74.99 - $79.99 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1301507 | Name: NBA Combine UA Tech™ Logo | Wear: Men’s  Basketball Graphic T-Shirt | Price: $35.00 | Colors: 9  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1305252 | Name: UA Basketball Icon | Wear: Boys’ Basketball Short Sleeve Shirt | Price: $20.00 | Colors: 5  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1300043 | Name: Athlete Recovery Ultra Comfort Sleepwear | Wear: Men’s  Shorts | Price: $79.99 | Colors: 4  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1315575 | Name: SC30 Phenom 2.0 Crew – 3-Pack | Wear: Boys’ Basketball Sock | Price: $20.00 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3019973 | Name: UA Breathe Lace | Wear: Women’s Shoes | Price:   | Colors: 4  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1216010 | Name: UA Tactical HeatGear® Compression V-Neck | Wear: Men’s  Tactical Short Sleeve Shirt | Price: $24.99 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1305842 | Name: UA Signature Jersey | Wear: Men’s  Soccer Short Sleeve Shirt | Price: $60.00 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1305841 | Name: UA Golazo 2.0 | Wear: Boys’ Soccer Shorts | Price: $18.00 | Colors: 5  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3022240 | Name: UA ICON RailFit | Wear: Women’s Custom Shoes | Price: $120.00 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1257616 | Name: UA Charged Cotton® Left Chest Lockup | Wear: Men’s  Short Sleeve Shirt | Price: $18.7 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1257615 | Name: UA Sportstyle Logo | Wear: Men’s Graphic T-Shirt | Price: $18.99 - $24.99 | Colors: 7  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1321550 | Name: UA Space The Floor – Pre-School | Wear: Boys’ Basketball Shorts | Price: $21.99 | Colors: 6  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1299257 | Name: UA Freedom Flag | Wear: Men’s Short Sleeve Shirt | Price: $24.99 | Colors: 0  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1306073 | Name: UA Tech™ Big Logo Solid | Wear: Boys’ Short Sleeve Shirt | Price: $20.00 | Colors: 6  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1271823 | Name: UA Threadborne Streaker | Wear: Men’s  Running Short Sleeve Shirt | Price: $29.99 | Colors: 8  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1216007 | Name: UA Tactical HeatGear® Compression | Wear: Men’s  Tactical Short Sleeve Shirt | Price: $24.99 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1305838 | Name: UA Golazo 2.0 | Wear: Women’s Soccer Shorts | Price: $20.00 | Colors: 5  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1300033 | Name: UA Global Performance Over-The-Calf | Wear: Adult Sock | Price: $18.00 | Colors: 6  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3022239 | Name: UA ICON RailFit  | Wear: Men’s Custom Shoes | Price: $120.00 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1295304 | Name: UA Stadium Flow | Wear: Women’s Short Sleeve Shirt | Price: $24.99 - $25.00 | Colors: 7  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1305992 | Name: UA Pursuit Hooded | Wear: Men’s  Basketball Hoodie | Price: $50.00 | Colors: 4  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1292146 | Name: UA Ultimate Turf | Wear: Men’s Training Shoes | Price: $69.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1309618 | Name: HeatGear® Armour Shorty | Wear: Women’s Shorts | Price: $25.00 | Colors: 6  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1289314 | Name: UA Launch SW 9&#x27;&#x27; | Wear: Men’s  Running Shorts | Price: $34.99 | Colors: 6  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1289313 | Name: UA Launch SW 7&#x27;&#x27; | Wear: Men’s  Running Shorts | Price: $34.99 | Colors: 9  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1289312 | Name: UA Launch SW 5&#x27;&#x27; | Wear: Men’s  Running Shorts | Price: $34.99 | Colors: 6  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1299998 | Name: UA Stunt Printed | Wear: Boys’ Shorts | Price: $17.99 - $20.9 | Colors: 1  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3020138 | Name: UA RailFit | Wear: Men’s  Shoes | Price: $90.00 | Colors: 8  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3000043 | Name: UA ICON Ignite Slides | Wear: Women’s Custom Sandals | Price: $55.00 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3000042 | Name: UA ICON Ignite Slides | Wear: Men’s Custom Sandals | Price: $55.00 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3020925 | Name: UA ICON ClutchFit® Force 3.0 FG | Wear: Men’s Custom Soccer Cleats | Price: $250.00 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 3020924 | Name: UA ICON Highlight MC | Wear: Men’s Custom Cleats | Price: $160.00 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1293164 | Name: UA Microthread Match | Wear: Men’s  Soccer Shorts | Price: $28.00 | Colors: 8  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1293163 | Name: UA Microthread Match Jersey | Wear: Men’s  Soccer Short Sleeve Shirt | Price: $40.00 | Colors: 8  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1320073 | Name: UA Fade Away | Wear: Girls’ Basketball Shorts | Price: $28.00 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1285681 | Name: UA Charged Lightning | Wear: Men’s Running Shoes | Price: $84.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1242220 | Name: UA Tech™ ¼ Zip | Wear: Men’s  Long Sleeve Shirt | Price: $23.99 - $29.9 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1306251 | Name: UA Mania Volley Boardshorts | Wear: Men’s  Surf Shorts | Price: $45.00 | Colors: 4  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1299391 | Name: UA Hybrid Big Logo | Wear: Boys’ Long Sleeve Shirt | Price: $29.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1252540 | Name: UA Atlantic Dune | Wear: Women’s Surf Slides | Price: $21.99 | Colors: 7  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1299989 | Name: UA Stunt | Wear: Boys’ Shorts | Price: $14.99 - $18.7 | Colors: 4  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1300016 | Name: UA Jet 2017 | Wear: Men’s  Basketball Shoes | Price: $74.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1301990 | Name: NBA Combine UA Logo  | Wear: Kids&#x27; Basketball Graphic T-Shirt | Price: $28.00 | Colors: 8  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1305979 | Name: SC30 Signature ¾ | Wear: Men’s  Basketball Leggings | Price: $65.00 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1258776 | Name: Infant UA Thrill | Wear: Boys’ Running Shoes | Price: $35.99 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1287965 | Name: UA Shin Guard Sleeves | Wear: Men’s  Soccer Equipment | Price: $9.99 | Colors: 1
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1306443 | Name: UA Tech™ Graphic | Wear: Men’s  Shorts | Price: $25.00 | Colors: 0  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1285676 | Name: UA Threadborne Slingflex | Wear: Men’s Shoes | Price: $99.99 | Colors: 3  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1276218 | Name: UA Matchup | Wear: Women’s Shorts | Price: $27.99 | Colors: 7  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1281291 | Name: UA Isolation | Wear: Men’s  Basketball Shorts | Price: $34.99 | Colors: 6  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1295997 | Name: Infant UA Curry 4 Mid | Wear: Boys’ Basketball Shoes | Price: $59.99 | Colors: 2  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1283380 | Name: UA Threadborne Streaker V-Neck | Wear: Men’s  Running Short Sleeve Shirt | Price: $29.99 | Colors: 6  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1295996 | Name: Pre-School UA Curry 4 Mid | Wear: Boys’ Basketball Shoes | Price: $79.99 | Colors: 7  
2018/05/12 16:21:43      Activity: Inserting Backup Data  | Item #: 1295995 | Name: Grade School UA Curry 4 Mid  | Wear: Boys’ Basketball Shoes | Price: $109.99 | Colors: 7  
